Date,Timestamp,Phase,Heart_Rate_bpm,Breathing_Rate_bpm,Body_Temperature_C,Pressure_Index,Movement_Count,Sleep_Duration_hr,Deep_Sleep_pct,REM_Sleep_pct,Light_Sleep_pct,Sleep_Disturbances,Sleep_Quality_Score
2026-07-09,2026-07-10 04:30:00,Before,70.7,16.3,36.78,54.8,1,5.77,22.0,18.6,59.4,5,46.0
2026-07-09,2026-07-10 04:50:00,Before,68.7,14.7,36.62,36.9,7,6.72,14.5,20.4,65.1,7,44.4
2026-07-09,2026-07-10 05:10:00,Before,68.3,16.0,36.58,43.5,1,6.75,14.9,14.6,70.5,6,43.3
2026-07-09,2026-07-10 05:30:00,Before,69.4,17.5,36.76,57.6,8,7.11,18.7,15.8,65.4,5,40.3
2026-07-09,2026-07-10 05:50:00,Before,69.2,16.8,36.45,49.1,5,7.08,17.0,23.0,60.0,7,46.7
2026-07-09,2026-07-10 06:10:00,Before,65.3,17.3,37.02,53.1,4,5.8,18.8,24.0,57.2,6,50.5
2026-07-09,2026-07-10 06:30:00,Before,63.6,20.1,36.32,45.2,5,5.84,16.5,22.8,60.7,5,51.0
2026-07-10,2026-07-10 22:30:00,Before,69.8,16.1,36.51,46.5,4,6.3,17.9,22.5,59.7,5,54.2
2026-07-10,2026-07-10 22:50:00,Before,65.2,15.2,36.55,41.3,1,6.12,11.6,18.5,69.9,5,48.3
2026-07-10,2026-07-10 23:10:00,Before,66.2,15.4,36.72,55.9,2,5.91,15.7,18.3,66.1,7,38.1
2026-07-10,2026-07-10 23:30:00,Before,65.7,16.0,36.82,44.6,1,5.34,16.5,24.1,59.5,5,47.8
2026-07-10,2026-07-10 23:50:00,Before,63.3,13.8,36.6,35.2,1,6.55,10.4,18.8,70.8,3,39.0
2026-07-10,2026-07-11 00:10:00,Before,68.9,18.0,36.88,54.1,6,6.18,12.1,19.8,68.1,7,56.1
2026-07-10,2026-07-11 00:30:00,Before,66.8,16.9,36.51,32.7,3,5.78,23.7,24.9,51.5,8,42.8
2026-07-10,2026-07-11 00:50:00,Before,68.0,13.2,36.97,37.5,2,5.79,14.5,21.3,64.2,4,52.6
2026-07-10,2026-07-11 01:10:00,Before,66.3,15.6,36.71,44.8,2,5.75,21.1,20.6,58.3,4,53.1
2026-07-10,2026-07-11 01:30:00,Before,63.1,16.5,36.7,45.2,2,6.33,18.3,24.1,57.6,6,48.7
2026-07-10,2026-07-11 01:50:00,Before,62.9,14.4,36.53,55.5,0,6.19,13.7,18.0,68.3,5,49.1
2026-07-10,2026-07-11 02:10:00,Before,59.2,12.3,36.45,52.1,5,6.03,18.3,20.4,61.2,2,59.5
2026-07-10,2026-07-11 02:30:00,Before,67.8,16.3,37.4,29.2,2,6.98,11.6,19.1,69.3,5,48.1
2026-07-10,2026-07-11 02:50:00,Before,64.1,14.7,36.91,43.6,2,5.87,19.7,22.1,58.3,7,44.6
2026-07-10,2026-07-11 03:10:00,Before,69.3,15.6,36.92,41.5,1,6.54,17.3,20.8,61.9,5,53.7
2026-07-10,2026-07-11 03:30:00,Before,72.5,17.0,36.82,43.9,6,6.65,20.6,16.7,62.6,3,55.0
2026-07-10,2026-07-11 03:50:00,Before,64.2,14.3,36.29,43.8,2,5.68,18.1,16.6,65.3,5,30.0
2026-07-10,2026-07-11 04:10:00,Before,66.3,13.1,36.9,55.0,5,5.77,23.1,22.8,54.1,5,56.3
2026-07-10,2026-07-11 04:30:00,Before,63.1,14.3,36.45,43.2,3,5.72,10.6,20.8,68.6,3,50.6
2026-07-10,2026-07-11 04:50:00,Before,62.2,18.5,36.83,49.0,8,6.41,18.8,20.5,60.7,4,45.9
2026-07-10,2026-07-11 05:10:00,Before,66.7,15.7,36.43,51.8,1,7.14,10.9,21.7,67.4,5,58.3
2026-07-10,2026-07-11 05:30:00,Before,65.5,15.3,36.63,45.3,3,5.36,20.6,21.3,58.1,6,30.0
2026-07-10,2026-07-11 05:50:00,Before,65.8,17.2,36.47,38.3,1,5.91,21.3,19.8,58.9,4,41.5
2026-07-10,2026-07-11 06:10:00,Before,68.7,16.2,36.4,27.9,2,6.29,18.6,18.5,63.0,5,33.5
2026-07-10,2026-07-11 06:30:00,Before,64.7,16.2,36.35,48.5,2,6.4,17.9,17.3,64.8,5,54.9
2026-07-11,2026-07-11 22:30:00,Before,66.2,14.6,36.05,58.3,4,6.07,14.3,25.2,60.5,4,47.5
2026-07-11,2026-07-11 22:50:00,Before,67.7,13.7,36.5,50.9,1,6.05,11.7,21.0,67.3,7,46.9
2026-07-11,2026-07-11 23:10:00,Before,67.8,16.5,36.28,63.3,6,6.27,21.4,19.3,59.3,7,53.0
2026-07-11,2026-07-11 23:30:00,Before,66.3,16.5,36.48,69.2,3,5.0,22.3,17.9,59.8,7,33.3
2026-07-11,2026-07-11 23:50:00,Before,71.7,14.8,36.62,45.0,4,5.62,19.0,21.4,59.6,3,42.5
2026-07-11,2026-07-12 00:10:00,Before,66.0,15.0,36.3,51.5,1,6.31,20.7,25.0,54.4,4,48.3
2026-07-11,2026-07-12 00:30:00,Before,68.7,15.0,36.57,54.7,1,5.34,21.6,20.2,58.2,4,47.1
2026-07-11,2026-07-12 00:50:00,Before,66.9,12.9,36.97,48.4,4,6.4,14.8,20.2,65.0,7,46.6
2026-07-11,2026-07-12 01:10:00,Before,64.9,16.5,36.76,43.1,2,6.58,15.7,11.3,73.0,5,45.1
2026-07-11,2026-07-12 01:30:00,Before,61.3,13.6,36.63,60.0,2,6.34,14.2,16.0,69.9,7,42.1
2026-07-11,2026-07-12 01:50:00,Before,72.5,14.2,36.73,37.8,4,5.54,15.2,22.9,61.8,6,52.5
2026-07-11,2026-07-12 02:10:00,Before,68.8,13.8,36.52,41.0,2,6.8,19.1,23.3,57.5,6,53.6
2026-07-11,2026-07-12 02:30:00,Before,66.0,12.8,36.27,63.9,4,6.28,18.5,20.7,60.8,7,41.3
2026-07-11,2026-07-12 02:50:00,Before,64.6,14.3,36.81,56.1,5,6.4,11.2,18.4,70.4,4,58.1
2026-07-11,2026-07-12 03:10:00,Before,63.3,16.6,36.94,54.3,1,6.33,13.5,17.5,69.0,7,53.6
2026-07-11,2026-07-12 03:30:00,Before,66.9,14.9,36.09,38.4,2,7.06,17.8,20.2,62.0,7,65.5
2026-07-11,2026-07-12 03:50:00,Before,64.3,15.5,36.65,40.8,3,5.75,20.6,25.7,53.7,5,49.0
2026-07-11,2026-07-12 04:10:00,Before,67.5,17.3,36.89,47.0,0,6.31,13.9,17.9,68.2,7,58.1
2026-07-11,2026-07-12 04:30:00,Before,66.2,15.6,36.37,58.6,3,6.3,19.3,19.4,61.4,4,58.7
2026-07-11,2026-07-12 04:50:00,Before,69.5,14.1,36.94,58.5,3,6.26,9.5,22.6,67.9,3,64.3
2026-07-11,2026-07-12 05:10:00,Before,65.8,15.2,36.44,45.4,4,5.95,20.6,17.5,61.9,3,60.7
2026-07-11,2026-07-12 05:30:00,Before,71.0,14.3,36.5,39.7,8,6.35,24.3,17.0,58.7,5,54.2
2026-07-11,2026-07-12 05:50:00,Before,66.8,14.0,36.88,68.9,1,6.29,13.8,15.4,70.8,5,58.7
2026-07-11,2026-07-12 06:10:00,Before,68.7,15.5,36.45,38.2,6,6.58,15.2,26.5,58.3,6,44.4
2026-07-11,2026-07-12 06:30:00,Before,59.9,16.7,36.51,46.6,5,5.18,12.9,20.7,66.5,4,46.3
2026-07-12,2026-07-12 22:30:00,Before,68.2,15.2,36.48,36.7,5,6.21,16.3,22.9,60.9,7,39.7
2026-07-12,2026-07-12 22:50:00,Before,74.0,14.3,36.64,52.6,4,5.44,13.4,19.2,67.4,4,51.8
2026-07-12,2026-07-12 23:10:00,Before,64.5,18.7,36.9,49.9,3,6.66,20.0,20.4,59.6,3,50.2
2026-07-12,2026-07-12 23:30:00,Before,66.7,15.4,37.09,35.5,3,7.22,15.6,21.5,62.9,6,55.5
2026-07-12,2026-07-12 23:50:00,Before,66.7,16.2,35.97,54.1,4,6.26,14.9,22.5,62.5,5,43.3
2026-07-12,2026-07-13 00:10:00,Before,62.6,17.8,36.63,42.7,3,6.35,21.2,23.4,55.3,4,61.6
2026-07-12,2026-07-13 00:30:00,Before,67.7,17.4,36.74,34.3,5,6.99,21.9,21.7,56.4,3,58.4
2026-07-12,2026-07-13 00:50:00,Before,64.9,15.9,36.3,46.1,1,5.96,16.5,20.9,62.6,2,37.2
2026-07-12,2026-07-13 01:10:00,Before,65.8,15.2,36.65,41.5,2,6.2,17.5,23.1,59.4,5,41.2
2026-07-12,2026-07-13 01:30:00,Before,65.6,15.7,36.49,46.0,1,6.22,13.3,17.8,68.9,3,60.5
2026-07-12,2026-07-13 01:50:00,Before,59.6,17.2,36.95,45.3,1,5.03,13.5,18.5,68.1,7,46.3
2026-07-12,2026-07-13 02:10:00,Before,63.8,13.1,36.52,46.1,4,5.8,12.4,21.5,66.1,5,45.0
2026-07-12,2026-07-13 02:30:00,Before,69.1,13.2,36.17,42.6,6,6.69,14.2,21.3,64.5,7,34.4
2026-07-12,2026-07-13 02:50:00,Before,68.8,11.8,36.36,62.7,1,5.94,12.9,19.4,67.7,8,31.9
2026-07-12,2026-07-13 03:10:00,Before,63.3,17.7,37.06,47.1,4,5.64,21.2,18.1,60.7,3,53.7
2026-07-12,2026-07-13 03:30:00,Before,69.2,18.2,36.76,55.5,2,5.96,11.5,21.0,67.4,8,31.9
2026-07-12,2026-07-13 03:50:00,Before,66.9,16.5,36.63,47.0,2,5.62,19.0,12.5,68.5,5,47.9
2026-07-12,2026-07-13 04:10:00,Before,70.3,15.8,36.91,51.5,4,5.83,14.8,17.6,67.7,4,65.0
2026-07-12,2026-07-13 04:30:00,Before,71.7,18.4,36.29,48.6,2,5.62,21.7,23.5,54.8,5,54.6
2026-07-12,2026-07-13 04:50:00,Before,73.7,16.6,36.72,49.8,4,6.35,16.2,17.5,66.3,4,67.1
2026-07-12,2026-07-13 05:10:00,Before,67.0,16.7,36.4,41.0,5,6.69,19.4,22.2,58.4,4,52.4
2026-07-12,2026-07-13 05:30:00,Before,71.2,16.8,36.26,51.2,4,5.97,12.0,17.5,70.5,4,51.6
2026-07-12,2026-07-13 05:50:00,Before,67.3,17.5,36.43,34.4,1,5.68,16.0,18.6,65.4,6,42.3
2026-07-12,2026-07-13 06:10:00,Before,65.7,16.6,36.46,51.8,6,6.04,14.5,21.1,64.4,5,58.0
2026-07-12,2026-07-13 06:30:00,Before,62.6,16.6,36.75,46.7,4,6.35,18.9,18.9,62.2,5,63.9
2026-07-13,2026-07-13 22:30:00,Before,65.8,17.1,36.68,45.0,3,5.81,25.0,21.1,53.8,5,44.4
2026-07-13,2026-07-13 22:50:00,Before,68.1,16.2,36.83,39.2,3,6.83,17.3,20.6,62.2,3,62.2
2026-07-13,2026-07-13 23:10:00,Before,70.5,14.4,36.34,45.3,0,6.39,17.1,15.7,67.2,3,56.4
2026-07-13,2026-07-13 23:30:00,Before,59.5,17.0,36.56,77.2,2,7.24,17.8,18.3,63.9,3,70.9
2026-07-13,2026-07-13 23:50:00,Before,71.9,14.9,36.73,43.6,3,6.24,22.8,22.7,54.5,3,53.7
2026-07-13,2026-07-14 00:10:00,Before,67.1,15.2,36.75,35.3,0,6.02,14.5,21.6,63.9,5,50.8
2026-07-13,2026-07-14 00:30:00,Before,63.5,15.2,36.06,49.6,3,6.76,15.4,17.9,66.6,2,58.5
2026-07-13,2026-07-14 00:50:00,Before,74.1,15.9,36.59,50.9,5,6.2,13.6,23.9,62.5,6,45.1
2026-07-13,2026-07-14 01:10:00,Before,70.5,14.8,36.4,41.2,1,5.4,18.7,14.5,66.8,3,35.0
2026-07-13,2026-07-14 01:30:00,Before,66.7,15.3,36.52,38.6,2,5.67,13.9,21.0,65.2,6,43.1
2026-07-13,2026-07-14 01:50:00,Before,64.2,15.6,36.55,50.0,1,6.91,17.2,18.1,64.7,4,49.6
2026-07-13,2026-07-14 02:10:00,Before,61.9,16.9,36.04,52.4,2,5.81,19.3,22.4,58.3,4,53.0
2026-07-13,2026-07-14 02:30:00,Before,64.0,15.6,36.28,31.9,0,6.14,18.4,21.7,59.9,5,53.0
2026-07-13,2026-07-14 02:50:00,Before,65.1,17.5,36.46,58.8,1,5.54,18.0,22.6,59.4,3,42.4
2026-07-13,2026-07-14 03:10:00,Before,62.1,17.5,36.67,38.2,3,5.85,13.4,23.5,63.0,7,38.8
2026-07-13,2026-07-14 03:30:00,Before,71.9,14.8,36.73,60.7,1,6.13,15.9,22.4,61.7,4,59.7
2026-07-13,2026-07-14 03:50:00,Before,67.5,14.6,36.45,35.5,1,5.96,16.1,16.8,67.1,5,52.6
2026-07-13,2026-07-14 04:10:00,Before,66.3,16.5,36.4,57.0,3,6.25,16.1,21.8,62.1,7,43.2
2026-07-13,2026-07-14 04:30:00,Before,68.3,15.3,36.75,61.6,2,5.51,16.3,20.9,62.8,5,34.1
2026-07-13,2026-07-14 04:50:00,Before,63.9,15.4,36.73,28.2,6,6.13,21.2,18.3,60.5,5,54.1
2026-07-13,2026-07-14 05:10:00,Before,69.7,16.4,36.52,57.8,1,5.95,23.8,17.8,58.4,7,38.3
2026-07-13,2026-07-14 05:30:00,Before,68.7,15.9,37.01,42.1,6,5.78,20.3,19.8,59.9,7,47.0
2026-07-13,2026-07-14 05:50:00,Before,65.8,13.1,36.53,45.0,0,6.54,12.8,20.5,66.6,7,52.5
2026-07-13,2026-07-14 06:10:00,Before,64.5,17.8,36.76,31.3,2,6.59,15.8,17.7,66.5,5,61.1
2026-07-13,2026-07-14 06:30:00,Before,64.9,11.9,36.5,56.2,4,5.66,16.1,20.9,62.9,7,36.6
2026-07-14,2026-07-14 22:30:00,Before,68.8,16.4,36.13,51.7,5,6.6,15.7,17.9,66.4,8,56.7
2026-07-14,2026-07-14 22:50:00,Before,63.0,16.0,36.96,34.5,6,6.81,22.7,29.5,47.8,4,56.8
2026-07-14,2026-07-14 23:10:00,Before,59.7,16.3,36.46,65.3,3,5.85,9.8,20.1,70.1,2,51.0
2026-07-14,2026-07-14 23:30:00,Before,72.8,16.0,36.38,47.7,4,5.86,16.6,17.9,65.6,4,61.3
2026-07-14,2026-07-14 23:50:00,Before,67.1,15.7,36.43,58.6,2,6.1,24.6,15.7,59.7,3,58.5
2026-07-14,2026-07-15 00:10:00,Before,64.6,15.0,36.4,45.7,8,6.93,16.6,17.1,66.3,3,63.3
2026-07-14,2026-07-15 00:30:00,Before,66.9,16.9,37.15,41.1,3,5.65,21.8,15.1,63.1,5,44.0
2026-07-14,2026-07-15 00:50:00,Before,67.4,16.6,36.66,38.9,6,5.75,14.8,20.6,64.6,5,39.9
2026-07-14,2026-07-15 01:10:00,Before,70.7,16.4,36.42,34.2,1,6.13,15.7,14.0,70.3,4,49.5
2026-07-14,2026-07-15 01:30:00,Before,69.2,14.5,37.02,30.8,0,6.17,15.2,20.2,64.5,5,50.9
2026-07-14,2026-07-15 01:50:00,Before,64.0,15.2,36.79,46.4,7,6.27,20.6,22.3,57.1,6,55.0
2026-07-14,2026-07-15 02:10:00,Before,66.4,14.6,36.35,38.2,8,6.72,14.3,24.7,61.0,3,67.5
2026-07-14,2026-07-15 02:30:00,Before,65.7,15.1,36.13,43.9,1,5.73,20.4,20.6,59.0,5,40.5
2026-07-14,2026-07-15 02:50:00,Before,63.9,18.2,36.42,62.9,1,6.68,21.5,19.7,58.9,4,54.0
2026-07-14,2026-07-15 03:10:00,Before,68.2,16.8,36.6,53.6,6,6.94,14.3,19.9,65.8,2,67.9
2026-07-14,2026-07-15 03:30:00,Before,66.1,16.0,36.66,59.4,2,6.08,10.6,18.7,70.7,6,46.3
2026-07-14,2026-07-15 03:50:00,Before,66.1,17.0,36.42,34.1,3,6.13,17.0,20.9,62.1,7,44.7
2026-07-14,2026-07-15 04:10:00,Before,68.0,14.7,36.39,42.7,0,6.16,13.1,16.1,70.8,8,44.7
2026-07-14,2026-07-15 04:30:00,Before,70.3,12.9,37.26,56.0,6,6.09,17.9,16.7,65.4,4,44.6
2026-07-14,2026-07-15 04:50:00,Before,67.4,14.6,36.72,22.3,2,6.13,18.5,22.5,59.0,5,47.9
2026-07-14,2026-07-15 05:10:00,Before,67.1,15.0,36.19,57.8,4,6.61,17.0,23.5,59.5,3,59.2
2026-07-14,2026-07-15 05:30:00,Before,73.5,16.1,36.67,48.1,3,5.5,12.9,24.3,62.8,5,57.2
2026-07-14,2026-07-15 05:50:00,Before,66.7,12.7,36.82,42.7,2,6.51,8.0,21.8,70.2,5,55.4
2026-07-14,2026-07-15 06:10:00,Before,70.7,15.8,37.01,53.6,1,5.18,13.8,18.9,67.3,6,38.7
2026-07-14,2026-07-15 06:30:00,Before,62.6,12.7,36.45,65.6,2,6.32,16.5,18.4,65.0,3,46.6
2026-07-15,2026-07-15 22:30:00,Before,59.9,15.3,36.45,39.3,5,6.72,20.4,17.7,61.9,5,49.9
2026-07-15,2026-07-15 22:50:00,Before,67.6,17.8,36.75,52.6,0,6.01,16.5,23.6,59.9,4,48.6
2026-07-15,2026-07-15 23:10:00,Before,65.0,13.8,36.8,67.7,1,5.86,14.6,24.9,60.4,4,46.2
2026-07-15,2026-07-15 23:30:00,Before,62.7,15.9,36.58,37.8,6,5.8,17.5,19.0,63.5,5,47.7
2026-07-15,2026-07-15 23:50:00,Before,71.3,13.9,36.41,57.3,6,6.69,22.6,21.3,56.1,7,48.5
2026-07-15,2026-07-16 00:10:00,Before,60.8,16.8,36.15,49.5,2,6.63,16.8,15.3,67.9,4,50.2
2026-07-15,2026-07-16 00:30:00,Before,59.9,15.6,36.54,32.9,4,6.49,19.0,18.8,62.2,5,59.2
2026-07-15,2026-07-16 00:50:00,Before,68.6,18.3,36.85,63.5,0,5.08,14.6,20.7,64.7,3,44.1
2026-07-15,2026-07-16 01:10:00,Before,63.2,15.7,36.85,53.8,1,5.13,24.1,20.9,55.0,4,47.8
2026-07-15,2026-07-16 01:30:00,Before,67.6,14.5,36.65,42.5,5,6.02,18.1,18.4,63.5,6,38.6
2026-07-15,2026-07-16 01:50:00,Before,63.8,14.1,36.87,56.5,5,5.8,18.2,19.6,62.2,6,46.2
2026-07-15,2026-07-16 02:10:00,Before,65.7,16.3,36.82,42.0,4,6.17,14.4,20.1,65.5,5,52.0
2026-07-15,2026-07-16 02:30:00,Before,59.3,15.0,36.88,59.4,3,6.06,17.4,23.0,59.6,5,48.9
2026-07-15,2026-07-16 02:50:00,Before,70.4,14.3,36.58,57.0,4,6.44,12.3,20.7,67.1,6,55.0
2026-07-15,2026-07-16 03:10:00,Before,60.2,14.4,36.38,48.9,3,6.72,18.0,23.8,58.2,5,45.0
2026-07-15,2026-07-16 03:30:00,Before,62.3,13.2,36.77,58.7,3,7.03,20.0,21.3,58.8,5,57.4
2026-07-15,2026-07-16 03:50:00,Before,68.1,17.4,36.92,52.9,2,6.49,18.6,22.7,58.7,3,56.3
2026-07-15,2026-07-16 04:10:00,Before,66.7,15.6,36.48,52.7,2,5.83,18.5,18.3,63.3,6,47.2
2026-07-15,2026-07-16 04:30:00,Before,68.4,14.1,36.45,43.9,5,5.77,12.3,15.2,72.5,6,45.3
2026-07-15,2026-07-16 04:50:00,Before,68.3,16.5,36.67,53.9,2,6.17,15.0,19.2,65.8,7,44.9
2026-07-15,2026-07-16 05:10:00,Before,63.0,16.3,36.94,36.6,5,6.64,16.6,23.7,59.7,5,60.3
2026-07-15,2026-07-16 05:30:00,Before,71.2,13.9,36.8,46.4,5,6.26,20.7,17.7,61.6,5,50.0
2026-07-15,2026-07-16 05:50:00,Before,63.9,16.8,36.57,45.9,5,6.85,12.0,20.8,67.2,5,58.7
2026-07-15,2026-07-16 06:10:00,Before,62.7,17.9,36.2,45.8,4,6.4,22.1,20.0,57.9,4,50.9
2026-07-15,2026-07-16 06:30:00,Before,69.8,14.6,36.41,46.0,4,6.05,16.4,22.2,61.4,5,58.3
2026-07-16,2026-07-16 22:30:00,After,63.0,17.0,36.38,37.1,2,7.25,23.9,16.5,59.6,3,73.8
2026-07-16,2026-07-16 22:50:00,After,62.0,16.2,36.61,55.8,3,6.51,21.1,22.0,56.9,3,73.8
2026-07-16,2026-07-16 23:10:00,After,60.1,14.4,36.0,57.0,0,6.77,17.9,29.8,52.3,2,71.9
2026-07-16,2026-07-16 23:30:00,After,68.8,13.4,36.92,40.3,2,6.7,19.4,26.3,54.3,3,59.2
2026-07-16,2026-07-16 23:50:00,After,61.1,14.9,36.71,37.9,1,5.69,14.9,14.5,70.6,4,64.3
2026-07-16,2026-07-17 00:10:00,After,62.2,16.4,36.66,58.5,1,6.27,21.2,22.3,56.5,4,66.7
2026-07-16,2026-07-17 00:30:00,After,65.2,15.4,37.04,41.2,0,6.58,18.8,29.3,51.9,2,75.7
2026-07-16,2026-07-17 00:50:00,After,61.9,12.6,36.55,47.6,2,7.29,16.3,24.4,59.3,1,81.7
2026-07-16,2026-07-17 01:10:00,After,59.6,15.3,36.78,51.8,0,7.11,17.9,20.6,61.5,4,78.5
2026-07-16,2026-07-17 01:30:00,After,60.6,13.2,36.34,29.6,1,6.43,17.6,22.1,60.2,3,71.7
2026-07-16,2026-07-17 01:50:00,After,61.2,13.6,36.53,30.5,3,7.43,21.6,24.8,53.7,3,84.6
2026-07-16,2026-07-17 02:10:00,After,64.7,15.1,36.64,39.0,3,7.06,17.9,28.6,53.5,4,70.5
2026-07-16,2026-07-17 02:30:00,After,62.0,14.6,36.63,25.7,1,7.95,22.1,29.0,48.9,3,87.4
2026-07-16,2026-07-17 02:50:00,After,64.4,12.9,36.53,42.9,1,7.01,23.9,23.6,52.5,2,78.4
2026-07-16,2026-07-17 03:10:00,After,60.8,10.0,36.53,39.0,2,7.17,25.9,22.2,51.9,2,71.0
2026-07-16,2026-07-17 03:30:00,After,61.1,14.7,36.13,55.5,2,7.35,18.6,23.8,57.6,4,70.4
2026-07-16,2026-07-17 03:50:00,After,59.4,15.0,36.29,40.4,5,7.12,25.8,22.0,52.2,0,70.9
2026-07-16,2026-07-17 04:10:00,After,67.2,14.2,36.42,54.5,1,6.32,23.5,22.8,53.7,5,60.0
2026-07-16,2026-07-17 04:30:00,After,61.9,13.0,36.37,27.0,0,6.83,23.7,17.2,59.1,0,80.3
2026-07-16,2026-07-17 04:50:00,After,64.8,14.2,36.15,37.6,1,6.67,24.3,27.3,48.4,2,76.6
2026-07-16,2026-07-17 05:10:00,After,56.3,15.3,36.3,46.8,2,6.89,21.9,19.0,59.1,4,68.1
2026-07-16,2026-07-17 05:30:00,After,57.0,14.8,36.75,55.5,3,7.02,27.2,20.6,52.2,2,67.3
2026-07-16,2026-07-17 05:50:00,After,57.9,14.7,36.9,42.2,4,6.6,20.0,24.4,55.5,0,91.9
2026-07-16,2026-07-17 06:10:00,After,64.9,14.5,36.8,65.1,0,6.7,23.5,22.2,54.4,3,62.7
2026-07-16,2026-07-17 06:30:00,After,60.1,12.3,36.32,20.8,1,6.86,20.1,23.5,56.4,3,79.6
2026-07-17,2026-07-17 22:30:00,After,72.1,16.0,36.39,39.6,2,6.69,25.4,26.0,48.6,5,61.0
2026-07-17,2026-07-17 22:50:00,After,64.7,15.2,36.38,37.1,2,7.72,18.5,17.9,63.6,3,70.5
2026-07-17,2026-07-17 23:10:00,After,62.1,12.8,36.8,38.0,1,6.38,16.9,24.1,58.9,2,63.6
2026-07-17,2026-07-17 23:30:00,After,65.1,13.1,36.43,35.9,4,7.14,17.5,23.6,58.8,4,68.1
2026-07-17,2026-07-17 23:50:00,After,67.7,16.2,36.92,46.7,2,7.29,25.1,22.8,52.1,2,71.0
2026-07-17,2026-07-18 00:10:00,After,59.5,14.2,36.44,63.3,2,7.4,22.0,26.7,51.3,4,62.2
2026-07-17,2026-07-18 00:30:00,After,65.1,14.0,36.52,37.4,2,7.46,20.6,24.5,54.9,2,86.0
2026-07-17,2026-07-18 00:50:00,After,64.3,12.9,36.67,53.5,3,7.09,23.8,22.6,53.6,4,67.7
2026-07-17,2026-07-18 01:10:00,After,61.9,15.5,36.56,40.3,2,7.69,21.7,20.0,58.3,0,69.1
2026-07-17,2026-07-18 01:30:00,After,58.2,16.4,36.53,47.5,2,6.0,22.5,23.8,53.6,5,70.3
2026-07-17,2026-07-18 01:50:00,After,63.3,13.8,37.25,49.6,1,6.61,13.6,23.9,62.5,5,55.1
2026-07-17,2026-07-18 02:10:00,After,63.2,13.2,36.63,42.4,1,6.39,26.7,26.9,46.4,2,78.5
2026-07-17,2026-07-18 02:30:00,After,62.4,13.8,36.51,46.6,1,6.75,22.1,25.4,52.6,3,70.5
2026-07-17,2026-07-18 02:50:00,After,64.7,15.3,36.48,39.7,1,7.09,13.3,18.0,68.7,0,83.8
2026-07-17,2026-07-18 03:10:00,After,63.0,12.4,36.62,52.9,3,7.1,25.2,21.6,53.3,3,70.2
2026-07-17,2026-07-18 03:30:00,After,57.4,15.7,37.01,36.1,1,7.43,27.3,21.4,51.3,3,61.1
2026-07-17,2026-07-18 03:50:00,After,60.7,11.4,36.61,51.5,2,6.45,18.1,25.1,56.8,3,67.8
2026-07-17,2026-07-18 04:10:00,After,61.5,13.8,36.76,41.0,3,6.4,21.9,23.9,54.2,1,69.9
2026-07-17,2026-07-18 04:30:00,After,65.1,12.0,36.55,44.9,4,6.22,22.8,23.3,54.0,2,72.5
2026-07-17,2026-07-18 04:50:00,After,63.1,13.2,36.49,54.8,2,7.08,17.1,28.1,54.8,3,69.5
2026-07-17,2026-07-18 05:10:00,After,66.1,12.6,36.31,44.6,7,6.54,22.2,19.8,58.1,3,65.8
2026-07-17,2026-07-18 05:30:00,After,71.9,14.2,36.15,42.8,3,7.23,17.2,21.7,61.1,2,73.7
2026-07-17,2026-07-18 05:50:00,After,65.4,13.3,36.43,43.9,0,7.26,24.3,22.0,53.7,3,76.5
2026-07-17,2026-07-18 06:10:00,After,64.5,14.4,36.86,49.2,2,6.8,19.6,21.0,59.4,2,75.7
2026-07-17,2026-07-18 06:30:00,After,66.6,13.7,36.73,45.1,1,6.94,21.3,25.2,53.5,3,87.2
2026-07-18,2026-07-18 22:30:00,After,60.0,15.1,36.37,36.2,2,7.0,15.2,21.0,63.8,6,71.5
2026-07-18,2026-07-18 22:50:00,After,59.9,16.4,36.25,39.0,1,7.62,18.5,16.8,64.7,4,84.0
2026-07-18,2026-07-18 23:10:00,After,56.0,15.0,36.56,36.9,4,6.37,18.8,28.2,53.0,2,69.6
2026-07-18,2026-07-18 23:30:00,After,64.9,13.4,36.04,40.1,3,6.85,20.2,23.4,56.3,4,85.9
2026-07-18,2026-07-18 23:50:00,After,65.9,16.0,36.37,34.8,0,7.03,24.5,23.2,52.3,4,67.4
2026-07-18,2026-07-19 00:10:00,After,60.3,15.5,36.29,49.8,2,6.9,18.7,31.8,49.4,1,71.0
2026-07-18,2026-07-19 00:30:00,After,64.5,15.2,36.74,60.3,1,7.23,23.1,29.2,47.7,1,84.1
2026-07-18,2026-07-19 00:50:00,After,63.6,15.6,36.47,36.4,4,7.39,21.3,23.9,54.8,4,69.2
2026-07-18,2026-07-19 01:10:00,After,65.9,13.5,36.33,30.3,1,6.77,24.1,17.8,58.0,0,69.6
2026-07-18,2026-07-19 01:30:00,After,64.6,14.7,36.31,54.5,1,6.84,19.0,21.2,59.9,4,71.7
2026-07-18,2026-07-19 01:50:00,After,66.4,14.8,36.1,63.0,2,7.17,16.9,19.2,63.9,2,74.4
2026-07-18,2026-07-19 02:10:00,After,60.8,15.3,36.76,49.4,3,6.73,25.2,27.7,47.1,3,59.7
2026-07-18,2026-07-19 02:30:00,After,59.8,16.3,36.46,44.7,2,7.34,24.7,20.1,55.3,3,75.0
2026-07-18,2026-07-19 02:50:00,After,60.1,14.0,36.12,40.9,2,6.88,26.3,20.6,53.1,3,66.3
